order_item_id,order_id,product_id,quantity,discount_percent
2622,839,328,3,25
2623,339,414,2,73
2624,446,393,5,18
2625,574,16,5,14
2626,727,203,2,15
2627,922,402,4,78
2628,572,242,3,1
2629,879,1,3,47
2630,259,33,1,49
2631,401,136,-5,59
2632,703,280,3,37
2633,340,283,1,12
2634,672,49,4,52
2635,595,485,4,88
2636,4,301,2,37
2637,368,4,3,2
2638,988,413,4,78
2639,723,213,1,93
2640,200,63,3,20
2641,382,82,2,89
2642,677,407,5,6
2643,858,281,2,58
2644,652,156,2,44
2645,758,30,3,63
2646,179,481,3,95
2647,204,306,3,5
2648,90,60,3,99
2649,333,164,5,87
2650,186,238,4,90
2651,552,91,4,5
2652,456,142,-5,75
2653,244,11,3,45
2654,547,457,5,0
2655,608,242,1,69
2656,819,456,3,16
2657,915,113,3,89
2658,709,394,3,84
2659,611,451,2,5
2660,813,181,5,52
2661,456,254,5,77
2662,91,55,2,100
2663,607,409,-5,28
2664,313,389,3,59
2665,147,227,3,41
2666,700,54,-1,49
2667,584,457,3,67
2668,934,486,1,96
2669,357,338,2,23
2670,211,104,4,90
2671,796,193,1,0
2672,201,140,4,55
2673,73,67,5,81
2674,529,301,5,92
2675,704,472,4,35
2676,109,380,1,95
2677,858,293,5,96
2678,592,453,5,16
2679,649,465,3,89
2680,50,468,2,27
2681,498,384,5,66
2682,904,425,2,65
2683,659,494,5,78
2684,525,334,1,69
2685,265,398,2,73
2686,714,125,1,91
2687,583,5,1,60
2688,602,146,5,74
2689,871,401,3,100
2690,474,351,3,39
2691,871,494,1,57
2692,928,425,2,95
2693,395,328,3,36
2694,305,394,4,45
2695,112,353,4,3
2696,752,133,2,43
2697,942,264,2,78
2698,978,321,5,94
2699,832,311,5,54
2700,876,161,4,64
2701,945,345,4,42
2702,817,283,1,48
2703,317,422,2,39
2704,501,431,2,7
2705,668,344,1,87
2706,477,491,4,12
2707,703,327,2,40
2708,658,321,1,62
2709,224,199,5,20
2710,203,367,5,41
2711,242,463,2,52
2712,619,175,2,70
2713,785,23,2,28
2714,986,71,4,40
2715,470,122,3,88
2716,339,415,1,36
2717,160,135,5,88
2718,144,496,2,31
2719,499,39,3,54
2720,338,454,1,74
2721,366,161,3,44
2722,43,468,2,4
2723,117,241,3,9
2724,998,159,3,46
2725,819,241,4,14
2726,111,283,5,31
2727,612,48,2,61
2728,774,403,1,53
2729,449,377,4,13
2730,173,446,2,69
2731,672,364,1,46
2732,291,215,5,88
2733,688,3,3,47
2734,831,482,3,74
2735,130,497,4,27
2736,439,4,4,63
2737,552,311,3,27
2738,141,250,4,24
2739,616,32,3,86
2740,37,15,5,22
2741,845,126,4,72
2742,677,420,2,54
2743,577,9,2,87
2744,64,289,4,47
2745,693,12,4,13
2746,621,20,4,82
2747,474,13,1,43
2748,177,20,1,26
2749,214,130,3,78
2750,447,307,4,20
2751,392,94,1,70
2752,703,122,2,75
2753,876,430,1,94
2754,592,471,4,100
2755,151,58,1,43
2756,492,44,2,22
2757,44,444,1,71
2758,149,262,2,83
2759,767,144,2,58
2760,324,147,5,71
2761,753,278,5,56
2762,913,281,2,7
2763,155,82,5,88
2764,27,492,1,21
2765,591,284,1,37
2766,721,215,3,64
2767,141,380,3,62
2768,865,291,4,88
2769,663,219,3,56
2770,643,132,3,22
2771,223,232,5,59
2772,481,254,5,68
2773,453,2,5,34
2774,491,240,4,99
2775,445,45,2,78
2776,622,233,2,69
2777,409,268,1,76
2778,816,76,4,87
2779,725,330,4,32
2780,28,1,3,25
2781,77,331,5,54
2782,397,374,4,69
2783,814,104,1,88
2784,657,206,4,39
2785,993,446,5,47
2786,148,239,5,67
2787,127,451,2,97
2788,269,69,5,87
2789,383,345,3,10
2790,811,10,1,73
2791,632,285,-3,71
2792,451,2,-1,60
2793,527,400,4,62
2794,106,188,2,5
2795,665,53,1,60
2796,60,146,2,28
2797,562,297,3,93
2798,389,232,2,82
2799,423,43,1,41
2800,94,18,5,0
2801,481,27,1,63
2802,371,15,2,1
2803,153,179,3,72
2804,703,391,2,90
2805,180,17,1,1
2806,177,318,4,46
2807,810,309,4,34
2808,691,355,3,81
2809,614,217,3,76
2810,463,384,3,32
2811,172,178,2,49
2812,697,316,3,85
2813,58,145,1,51
2814,358,399,2,56
2815,964,407,3,11
2816,193,123,4,99
2817,786,118,4,54
2818,405,380,5,98
2819,623,230,4,68
2820,693,462,4,98
2821,858,272,3,43
2822,91,414,4,38
2823,48,410,3,66
2824,741,201,5,65
2825,280,302,5,4
2826,217,490,3,64
2827,291,377,1,86
2828,262,136,3,3
2829,592,286,4,26
2830,383,392,2,40
2831,452,378,5,13
2832,120,47,1,89
2833,820,355,1,68
2834,694,218,5,78
2835,745,165,5,28
2836,79,125,3,73
2837,513,341,2,6
2838,465,371,2,83
2839,960,436,5,1
2840,41,453,2,18
2841,429,136,2,44
2842,972,254,2,1
2843,340,152,5,20
2844,530,446,4,70
2845,736,313,2,8
2846,824,145,4,87
2847,747,277,3,57
2848,6,151,2,74
2849,467,491,1,61
2850,941,130,4,23
2851,441,41,4,23
2852,549,25,3,44
2853,637,427,2,54
2854,966,430,4,79
2855,531,333,5,58
2856,555,269,4,60
2857,286,169,5,33
2858,777,151,1,30
2859,119,471,5,17
2860,596,355,2,53
2861,939,2,3,77
2862,713,233,3,84
2863,716,298,2,32
2864,256,265,5,3
2865,861,143,5,36
2866,491,310,2,54
2867,686,179,4,15
2868,72,185,4,70
2869,140,362,2,89
2870,889,459,-1,59
2871,429,172,5,32
2872,888,162,2,13
2873,135,362,2,57
2874,307,124,2,6
2875,451,492,2,83
2876,931,252,1,68
2877,665,83,3,38
2878,896,181,4,24
2879,819,413,1,16
2880,215,279,1,62
2881,191,286,4,69
2882,49,464,4,53
2883,714,452,3,44
2884,523,170,5,51
2885,363,222,3,90
2886,82,268,1,21
2887,565,349,5,22
2888,78,481,2,84
2889,554,196,4,74
2890,948,162,5,34
2891,945,366,5,67
2892,180,275,5,20
2893,861,273,3,57
2894,337,79,1,31
2895,226,430,2,78
2896,888,464,4,11
2897,773,443,2,26
2898,940,9,2,55
2899,536,224,3,16
2900,952,447,4,69
2901,438,484,5,89
2902,347,96,4,18
2903,757,194,1,92
2904,7,259,4,57
2905,852,138,4,10
2906,8,209,2,85
2907,844,114,3,81
2908,833,446,3,61
2909,913,218,2,24
2910,133,440,4,63
2911,786,19,1,32
2912,348,272,3,90
2913,224,32,2,99
2914,764,326,2,21
2915,836,474,4,2
2916,168,404,3,5
2917,995,79,3,43
2918,931,211,5,77
2919,718,351,2,74
2920,914,469,4,83
2921,107,54,4,61
2922,551,438,1,46
2923,432,327,3,51
2924,472,120,5,50
2925,895,176,-4,77
2926,988,495,3,65
2927,920,136,4,63
2928,213,96,2,79
2929,988,354,2,36
2930,339,181,5,59
2931,449,15,1,84
2932,913,83,2,86
2933,963,161,5,75
2934,286,491,2,53
2935,500,212,1,81
2936,331,106,1,10
2937,736,25,2,31
2938,30,356,1,30
2939,517,256,1,97
2940,558,115,2,45
2941,640,28,3,70
2942,78,20,-5,86
2943,120,188,2,26
2944,858,414,2,41
2945,22,67,4,62
2946,786,236,1,40
2947,375,312,4,84
2948,474,357,5,85
2949,362,492,4,43
2950,627,292,-3,47
2951,351,166,2,88
2952,138,289,1,56
2953,527,187,3,9
2954,640,177,2,88
2955,757,437,3,18
2956,64,483,4,85
2957,661,500,5,20
2958,77,202,3,12
2959,625,323,2,11
2960,930,192,4,37
2961,328,77,1,26
2962,827,341,2,60
2963,784,319,3,59
2964,526,375,5,18
2965,59,97,3,87
2966,177,371,1,100
2967,292,450,3,1
2968,178,299,2,98
2969,297,330,1,73
2970,181,409,1,70
2971,371,368,2,45
2972,325,299,5,7
2973,290,474,4,77
2974,91,70,2,19
2975,417,5,1,70
2976,90,489,1,26
2977,759,494,2,33
2978,728,188,4,8
2979,616,393,5,55
2980,914,237,4,69
2981,191,253,2,37
2982,119,394,-1,19
2983,170,318,1,89
2984,515,43,2,5
2985,607,440,3,71
2986,633,270,5,6
2987,661,271,1,74
2988,423,155,3,20
2989,845,294,1,86
2990,605,19,5,19
2991,223,99,3,50
2992,745,419,2,12
2993,156,120,4,80
2994,56,154,1,61
2995,879,336,2,88
2996,577,48,5,14
2997,813,391,4,37
2998,833,444,1,14
2999,211,401,2,2
3000,255,140,3,75
